filepath,label
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/06a52af1-8456-4d7f-98bc-d5ec26be7083___Com.G_TgS_FL 9923.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/8ec26e59-70dc-4eff-a1bb-3381a9b56d96___Com.G_TgS_FL 9992.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/0fe7d644-dc8b-49f7-9a41-33ec029f6437___Com.G_TgS_FL 8274.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/887c764a-d253-44c5-bc81-16fc1782cfd9___Com.G_TgS_FL 9957.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/debfce8a-5cf0-47c4-992e-c019799d4e3a___Com.G_TgS_FL 1026.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/9a8a98fe-5fd4-4630-bd49-35cfd3672e8b___Com.G_TgS_FL 9706.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/0197df47-a9cb-4b6c-b72c-ac0e9af6d135___Com.G_TgS_FL 0779.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/21979570-bcc3-481e-bde0-ca5e108d3844___Com.G_TgS_FL 8388.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/326f1d4e-e38a-4b91-8e92-31e43484e787___Com.G_TgS_FL 8394.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/80f9cd5f-bcfe-4543-8535-3e3c3196752c___Com.G_TgS_FL 9813.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/2334031d-35e6-4e99-bfee-e21c5fa1a75f___Com.G_TgS_FL 8334.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/839f0c78-eea2-4a82-a483-46f2e671e855___Com.G_TgS_FL 8217.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/5ff8d4fa-6b88-42da-ac4d-2ad7f681441f___Com.G_TgS_FL 8397.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/a753347d-6645-4f79-9df7-2b1766752fed___Com.G_TgS_FL 7931.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/7b9b9e43-96e3-470f-b3c1-894db15a868d___Com.G_TgS_FL 0824.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/0eaa45be-4346-4e3c-ab6f-4ce9f9aec1db___Com.G_TgS_FL 7902.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/10d8b093-8309-4a2c-b801-4be4809aad2e___Com.G_TgS_FL 1034.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/5bf7dbbf-dc6f-4793-a43d-4b678f6eef91___Com.G_TgS_FL 8096.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/16e6cb79-1738-454a-aca2-a092bb0f5805___Com.G_TgS_FL 0861.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/a2c707e2-c1d5-49b8-8b4a-cd517b5aa1a0___Com.G_TgS_FL 9843.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/58d63675-d19d-45c7-9b75-3a28fbb2a22b___Com.G_TgS_FL 9727.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/16717301-b559-40aa-94ce-d6a9f6e3f656___Com.G_TgS_FL 9886.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/2e66bdf7-5fb4-4814-a0e9-db1b2cad451a___Com.G_TgS_FL 8300.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/5bf86a15-b1e5-47be-9b76-8678a54d89f4___Com.G_TgS_FL 0875.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/99a34b13-338a-4653-b03b-0c5f41cd6dd2___Com.G_TgS_FL 9768.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/dcccd1d5-958f-4ea9-9d04-a067275f137d___Com.G_TgS_FL 9846.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/6a48c56c-2110-44f9-9f8e-3fa23117d5d2___Com.G_TgS_FL 8123.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/83012967-2bcc-4af2-bd6c-c26b329fdb55___Com.G_TgS_FL 7966.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/896ad268-fc74-45f5-b80b-ebf70336ef65___Com.G_TgS_FL 7994.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/35320e88-f513-446d-949a-b5361b677009___Com.G_TgS_FL 9849.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/dbd393bd-b5db-4edc-a416-a52ac8b37b7c___Com.G_TgS_FL 8201.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/5084c5f1-06fe-49de-acb1-504005946047___Com.G_TgS_FL 0036.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/1ae385d6-0c21-402d-b291-d3b7c0ed57c5___Com.G_TgS_FL 8131.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/109ac0d6-8530-42dc-9dce-8242f839c61f___Com.G_TgS_FL 1105.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/53ea7721-f2ca-44d7-b4f7-ca1d897210f5___Com.G_TgS_FL 0014.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/95db9df7-c0db-4694-8550-f328ee111116___Com.G_TgS_FL 8238.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/c8b59053-241f-4119-aa1f-9f01f2931f4b___Com.G_TgS_FL 8280.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/f6b99987-84a9-41a9-914d-538250b5f5a5___Com.G_TgS_FL 7971.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/cb4790fd-6ccf-472e-bc21-ec76a382871e___Com.G_TgS_FL 0048.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/cc83c592-a6bd-46e8-8bd2-5bf03df02c73___Com.G_TgS_FL 0704.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/5fe2f26b-7fb0-41ac-85c9-00a1f2acf863___Com.G_TgS_FL 7890.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/7bfa2366-1fd0-475b-aadf-d72055b6ec29___Com.G_TgS_FL 0850.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/f2bd96d9-8610-42aa-9630-a4998bac7f42___Com.G_TgS_FL 0931.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/c1f46832-8f04-4984-b911-f87f764727fe___Com.G_TgS_FL 7922.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/d6ff0bd7-9f1a-4181-8a50-2cbf250e9f97___Com.G_TgS_FL 1113.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/0504591c-2413-4965-860d-fef95a241cc4___Com.G_TgS_FL 1032.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/51178287-3a49-45be-b574-77edaf6d78b0___Com.G_TgS_FL 9847.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/da0e1f6d-8daa-4ca4-9776-08ce115d3d04___Com.G_TgS_FL 9680.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/87e11f81-b582-488c-8191-ff82b487badc___Com.G_TgS_FL 8305.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/47447629-2229-4b3a-97bb-45deb6f71a87___Com.G_TgS_FL 8254.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/d76cf4ed-cb89-4467-929e-2f96ae9303fe___Com.G_TgS_FL 8120.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/b338394e-388d-4329-ab06-10c8813c3cb4___Com.G_TgS_FL 8175.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/3217392a-7b5c-456e-980a-f89aab458a15___Com.G_TgS_FL 8327.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/3cdd739d-e0b1-4237-b6bd-bcbf6a99b770___Com.G_TgS_FL 8014.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/f4abe5b8-ea0e-4b37-b709-c28dce8dc0a2___Com.G_TgS_FL 8140.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/e6e431bc-ce7e-4b7f-a26c-af0dfed6fea1___Com.G_TgS_FL 8278.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/d1ef60c4-6159-46f7-a497-c150becb8997___Com.G_TgS_FL 9733.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/cda3b0ec-ee7d-4616-95d4-d8064c30e376___Com.G_TgS_FL 0928.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/78e5cdd7-6d20-4666-8483-6a101e0d3fc4___Com.G_TgS_FL 8266.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/f9769c47-1f95-49f2-aed6-7b50d15bc9c3___Com.G_TgS_FL 0026.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/a06e2b19-8e8d-4803-b78a-91c6b0ffd868___Com.G_TgS_FL 0020.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/6f77cfc3-4bb5-4692-920a-2d0ea476d1e7___Com.G_TgS_FL 0829.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/b4631e7a-13d0-458a-bd08-6a6e38f66780___Com.G_TgS_FL 9913.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/e9e2afc6-6e16-4e16-8592-1023163a97a1___Com.G_TgS_FL 9785.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/25f5dde8-4c91-46d6-b2e9-b818a12e3618___Com.G_TgS_FL 0822.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/5e20be63-2913-449d-a18b-968b6e3dc8fc___Com.G_TgS_FL 8147.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/b318b79f-f12a-4751-8a69-0dce96b336a0___Com.G_TgS_FL 8272.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/c91d0d6a-e92f-4cac-a8ca-a21e25c15ae8___Com.G_TgS_FL 1066.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/0adf2e61-79af-4129-aae0-f41f73b1725f___Com.G_TgS_FL 8275.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/74aecabd-84ee-44f2-8a1f-695f17e15530___Com.G_TgS_FL 1076.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/8e1bf26a-722a-48b9-b668-09e871a4665a___Com.G_TgS_FL 0801.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/06deea79-68e2-4e28-b42d-0ef3a48b65fe___Com.G_TgS_FL 9819.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/8ef53996-d440-40b6-8665-2e3acf4f6b7b___Com.G_TgS_FL 9875.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/63a17b2f-817a-4717-9964-76ee7d6c3a63___Com.G_TgS_FL 9938.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/3daf2e68-664e-491b-b7e9-e4a2a2a1ebec___Com.G_TgS_FL 8395.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/be820223-83c6-497a-8c54-b433ae7ae496___Com.G_TgS_FL 7969.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/191ce103-d383-4bee-8418-e885e048e001___Com.G_TgS_FL 8248.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/7a53588f-b543-4858-a3b5-0e9dab0eaf06___Com.G_TgS_FL 8004.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/dee5ddd4-730e-429a-a25f-e555a609786a___Com.G_TgS_FL 0828.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/57e21b61-a295-4a80-a499-a52e29546eb2___Com.G_TgS_FL 8087.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/644c29d3-1aa8-456e-9eb3-825ac4d6eead___Com.G_TgS_FL 0796.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/faeadae6-ed49-4445-8d6d-1d56d3d22d02___Com.G_TgS_FL 7945.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/3a8d5e93-55c3-44ca-9c5a-2803cac23804___Com.G_TgS_FL 8046.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/b2bf7586-9182-403a-b639-2eb26a2440b4___Com.G_TgS_FL 9688.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/a96d494b-493b-4b60-a93e-7cd2d6ae2fcd___Com.G_TgS_FL 8192.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/43a3cb8d-14b2-47c2-a3bd-22a5956ea118___Com.G_TgS_FL 9983.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/8b704194-2383-4bab-8a5b-9429ffc01b85___Com.G_TgS_FL 0930.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/19f500f4-67a4-48ab-ba8d-e9cebbc5352d___Com.G_TgS_FL 7897.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/a5afdb8f-fc49-47c9-b3fa-7e1beb24777e___Com.G_TgS_FL 7929.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/f3407e07-398a-44b7-b03f-dfe1f18fa2d2___Com.G_TgS_FL 0912.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/45add286-cd08-4df7-899f-6e24189d7566___Com.G_TgS_FL 0925.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/142bb1d4-109d-4340-991a-935f2eddbc48___Com.G_TgS_FL 7910.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/6d6769c2-371e-4de1-ac82-9df516a5543f___Com.G_TgS_FL 9763.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/9b4de5ca-bdfe-40a5-ac89-99fd93483ce6___Com.G_TgS_FL 0719.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/fa844a5e-8301-40cb-a39f-bc83b935d008___Com.G_TgS_FL 9728.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/d256a215-0bb3-4269-abbd-521f98ec06e4___Com.G_TgS_FL 0756.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/9ab320dc-b7f4-42ef-82ed-77c6431d0468___Com.G_TgS_FL 0817.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/95a5d8e0-70f5-4327-8946-e43c44cecba3___Com.G_TgS_FL 9753.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/4a24322a-bd1c-493c-9da4-536b89eeaf2e___Com.G_TgS_FL 8000.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/a1002a3f-916c-4c96-bdd6-8f5c26276d81___Com.G_TgS_FL 1106.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/13171789-e847-42d1-ac9b-cfeecb94bf82___Com.G_TgS_FL 1038.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/9bcca2b9-103b-49bd-ab07-54c810d4c932___Com.G_TgS_FL 9684.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/0e9c0af8-facc-4240-b498-41f8004c8061___Com.G_TgS_FL 0915.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/79bcaca1-79ca-4f91-9b00-271062e9cb62___Com.G_TgS_FL 8400.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/a9dade61-fb75-4035-9b83-18c60101da07___Com.G_TgS_FL 0848.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/b1c84bc2-ad42-4d49-915b-98c54071a0f5___Com.G_TgS_FL 9831.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/833f130d-b119-478a-b458-82aa1d78f559___Com.G_TgS_FL 0800.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/de3db84e-e8a6-482e-b06d-3ebc28876ec1___Com.G_TgS_FL 8163.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/217b15a1-dcfc-4cf5-85fa-b305f4ecd708___Com.G_TgS_FL 9919.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/7ddd582f-fbfb-4dbb-a73e-bb68f1f864fe___Com.G_TgS_FL 8006.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/b786b59f-af70-454c-9818-abac52be2904___Com.G_TgS_FL 8063.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/dcf0109d-40cb-4aae-be1d-a3f4d36f5e6d___Com.G_TgS_FL 0762.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/db7652fb-4f04-41a3-abdd-f0d0f6795233___Com.G_TgS_FL 9998.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/c696d345-948b-4d5e-8185-13ec8c2b42fa___Com.G_TgS_FL 1037.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/3a2dbdb1-188c-4499-acff-1bcc3b377320___Com.G_TgS_FL 8206.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/3a12d335-da9d-454c-925d-157e5b59f3b9___Com.G_TgS_FL 8144.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/dbde19fe-bc70-417b-9852-ee624dd7fe7c___Com.G_TgS_FL 9845.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/abcfe2ba-f5a9-4b2c-a9e2-6d967064247b___Com.G_TgS_FL 7883.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/d14316d2-f733-4b05-933e-bb29ab3af867___Com.G_TgS_FL 1128.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/277f3a84-81e1-44c9-9d89-de7a9ded03ff___Com.G_TgS_FL 8316.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/8189289c-4db4-491f-9b44-e2d3d32fad79___Com.G_TgS_FL 9877.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/c59156c7-b69c-485c-88a7-a3d7f34f08ad___Com.G_TgS_FL 1024.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/429b6c87-4263-4e24-a10f-8d3be0fc6ebe___Com.G_TgS_FL 8262.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/9563d213-98cb-4d7c-bf09-b05fdfacf622___Com.G_TgS_FL 9823.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/098d910d-90dd-45c4-9949-dd7b181aed32___Com.G_TgS_FL 0651.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/8bf33883-751c-4b5c-b50f-a955a4e0d8b7___Com.G_TgS_FL 1116.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/2e92c5f1-e71e-4d65-9fa8-6f51c242142e___Com.G_TgS_FL 0936.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/258b3066-17f2-4cd0-967b-8c1f7b2bedf4___Com.G_TgS_FL 9860.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/315fed46-d81c-4e73-9e75-b264ce20ddc6___Com.G_TgS_FL 8019.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/6128862b-d649-4995-990a-846528b0f781___Com.G_TgS_FL 0887.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/b609cf94-4fc0-495c-84c7-ce84354ffc5f___Com.G_TgS_FL 8343.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/26b14c4b-b293-41bb-aabb-4a36346f5e8c___Com.G_TgS_FL 1101.JPG,Tomato__Target_Spot
/Users/ashishrathore/FarmAI-Assistant/data/raw/plantvillage/color/Tomato__Target_Spot/38063538-ea4f-4af0-a1e4-91e45db0f6e8___Com.G_TgS_FL 8189.JPG,Tomato__Target_Spot
